propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,district,neighborhood,parkingSpace,labels
97942039,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/56/fa/1012406984.jpg,P1754,19,3,1290.0,flat,rent,115.0,True,3,2,barrio El Pla del Remei,València,València,es,39.46919,-0.3665733,False,https://www.idealista.com/inmueble/97942039/,"Estupendo piso en alquiler para larga estancia SIN amueblar. SOLO con garantía de Aval o Cheque de entidad Bancaria (por importe de una anualidad) y vencimiento a la duración contractual. La vivienda se compone de un amplio salón, tres dormitorios con armarios empotrados, dos baños y una cocina equipada con electrodomésticos (frigorífico, lavadora, lavavajillas, horno, vitrocerámica, campana extractora y caldera). Calefacción individual de gas ciudad, aire acondicionado con regulador individual por zona, suelos de mármol Serpeggiante, ventanas y puertas exteriores de climalit. No se admiten mascotas. Gastos comunidad, Ibi y seguro de continente incluidos en el precio. Excelente ubicación, a escasos metros del Mercado de Colón y Gran Vía. Person Inmobiliaria de persona a persona.",True,good,False,True,11.0,{'typology': 'flat'},"{'subtitle': 'El Pla del Remei, València', 'title': 'Piso'}",True,False,False,False,False,False,L'Eixample,El Pla del Remei,,
97958356,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/0b/0f/996263854.jpg,P1759,31,3,975.0,flat,rent,96.0,True,2,1,barrio Russafa,València,València,es,39.4612884,-0.3786255,False,https://www.idealista.com/inmueble/97958356/,"Vivienda reformada en el barrio de Ruzafa, ubicada en la tercera planta, vivienda con 3 balcones (uno de ellos muy grande con capacidad para silla y mesas), suelo de mosaico y techos altos, la vivienda está compuesta por dos dormitorios, 1 baño completo con ducha, la cocina también reformada tiene todos los electrodomésticos, la vivienda está completamente amueblada con muebles nuevos.  No tiene ascensor. No se aceptan estudiantes. Person Inmobiliaria de persona a persona.",False,good,False,False,10.0,{'typology': 'flat'},"{'subtitle': 'Russafa, València', 'title': 'Piso'}",False,False,False,False,False,False,L'Eixample,Russafa,,
98353600,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/9a/0e/1017055379.jpg,P1817,20,1,1450.0,flat,rent,178.0,True,3,2,barrio Albors,València,València,es,39.465921,-0.3542297,False,https://www.idealista.com/inmueble/98353600/,"Increíble vivienda de 178 m2 con terraza de 30 m2 Vivienda que dispone de salón comedor con cocina, tres amplios y dobles dormitorios dos cuartos de baños totalmente completos.  Amplia terraza de 30 m2.  PLAZA DE GARAJE OPCIONAL POR 100€ Aislamientos climalit, aire acondicionado frio/calor en toda la vivienda. Zona inmejorable conectada con servicios como transporte público, colegios, supermercados.. . Además a unos minutos del centro de Valencia y cerca de la playa Person Inmobiliaria pone a su disposición un equipo de profesionales del sector inmobiliario con gran experiencia para llevar a cabo con éxito sus operaciones de compra, venta o alquiler de su propiedad o local comercial. Person Inmobiliaria de persona a persona.",True,good,False,True,8.0,{'typology': 'flat'},"{'subtitle': 'Albors, València', 'title': 'Piso'}",True,False,False,False,False,False,Camins al Grau,Albors,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 100.0}",
98413020,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/c0/bf/1011339260.jpg,P1823,22,bj,950.0,flat,rent,68.0,True,2,2,Calle de Recared,València,València,es,39.4714926,-0.3824507,False,https://www.idealista.com/inmueble/98413020/,"DISPONIBLE DESDE 1 NOVIEMBRE  Magnífica vivienda en el corazón de Valencia. Piso de 68 m2 distribuidos en salón comedor independiente, con cocina equipada y amueblada, dos dormitorios dobles y amplios con armarios, cama doble y mobiliario y un cuarto de baño completo. Vivienda en el centro de Valencia, a tan sólo unos metros del Mercado Central, conectada con todo tipo de servicios como supermercados, transporte público, colegios y universidades.. . Person Inmobiliaria pone a su disposición un equipo de profesionales del sector inmobiliario con gran experiencia para llevar a cabo con éxito sus operaciones de compra, venta o alquiler de su propiedad o local comercial. Person Inmobiliaria de persona a persona.",True,good,False,False,14.0,{'typology': 'flat'},"{'subtitle': 'El Pilar, València', 'title': 'Piso en Calle de Recared'}",True,False,False,False,False,False,Ciutat Vella,El Pilar,,
98426942,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/85/d0/1016787781.jpg,P1824,12,8,900.0,flat,rent,85.0,True,2,1,barrio Malilla,València,València,es,39.4463119,-0.3765688,False,https://www.idealista.com/inmueble/98426942/,"Vivienda exterior de 85 m2, cuenta con una plaza de garaje, un amplio y luminoso salón, cocina completamente equipada con todos los electrodomésticos a estrenar, dos dormitorios y un baño. Un piso completamente nuevo en un moderno residencial con piscina, juegos infantiles y todos los servicios necesarios Zona familiar y tranquila, muy bien comunicado con el centro de la ciudad, universidades, Hospital La Nueva Fe de Valencia y Hospital Doctor Peset mediante parada de bus. Cercano al Parque Central de Valencia y Centro Comercial Saler. Salida a la misma avenida Fernando Abril Martorell y conexión a V30. Person Inmobiliaria pone a su disposición un equipo de profesionales del sector inmobiliario con gran experiencia para llevar a cabo con éxito sus operaciones de compra, venta o alquiler de su propiedad o local comercial. Person Inmobiliaria de persona a persona.",True,good,False,True,11.0,{'typology': 'flat'},"{'subtitle': 'Malilla, València', 'title': 'Piso'}",True,False,False,False,False,False,Quatre Carreres,Malilla,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
98548984,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/7f/13/1016030379.jpg,P1843,26,4,1280.0,flat,rent,144.0,True,4,2,barrio La Petxina,València,València,es,39.47175,-0.3951219,False,https://www.idealista.com/inmueble/98548984/,"Amplia vivienda en el barrio de la Petxina con 144m² distribuidos en cuatro habitaciones, un gran salón comedor con acceso a un amplio balcón, cocina totalmente amueblada y equipada y dos baños completos. La vivienda se encuentra en un cuarto piso con ascensor y cuenta con aire acondicionado frio/ calor, armarios empotrados totalmente vestidos. Person Inmobiliaria de persona a persona.",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': 'La Petxina, València', 'title': 'Piso'}",False,False,False,False,False,False,Extramurs,La Petxina,,
98582067,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/a5/38/1017054139.jpg,P1846,15,5,1400.0,flat,rent,110.0,True,3,2,barrio Gran Vía,València,València,es,39.4616674,-0.3656953,False,https://www.idealista.com/inmueble/98582067/,"Piso en alquiler en L'Eixample a partir de Septiembre. En una ubicación inmejorable, la vivienda dispone de un salon-comedor luminoso, 3 habitaciones y 2 baños. La cocina es independiente esta totalmente equipada.  A un paso del del cauce del río (Palau de la Música – Ciutat de le Arts). Cuenta con todo tipo de servicios alrededo: comercios, supermercados, colegios, guarderías, y está perfectamente comunicada por bus. Person Inmobiliaria pone a su disposición un equipo de profesionales del sector inmobiliario con gran experiencia para llevar a cabo con éxito sus operaciones de compra, venta o alquiler de su propiedad o local comercial. Person Inmobiliaria de persona a persona.",True,good,False,True,13.0,{'typology': 'flat'},"{'subtitle': 'Gran Vía, València', 'title': 'Piso'}",True,False,False,False,False,False,L'Eixample,Gran Vía,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 120.0}",
98614986,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/34/11/1018129929.jpg,7178,1,,1800.0,chalet,rent,220.0,False,4,2,Torre en Conill-Cumbres de San Antonio,València,Bétera,es,39.5618649,-0.4754182,False,https://www.idealista.com/inmueble/98614986/,"REF -7178- Alquiler de chalet en Bétera de 220 metros. Cuenta con cuatro dormitorios, dos baños, salón, cocina amueblada, aire acondicionado. Urbanización con piscina, jardín. Armarios empotrados. Para las fotografías preguntar por privado.",False,good,False,,8.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Torre en Conill-Cumbres de San Antonio, Bétera', 'title': 'Casa independiente'}",False,False,False,False,False,False,Torre en Conill-Cumbres de San Antonio,,,
35690787,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/e4/ca/185173343.jpg,IND/086,27,,3300.0,chalet,rent,384.0,False,4,4,Rocafort,València,Rocafort,es,39.5414499,-0.4201052,False,https://www.idealista.com/inmueble/35690787/,"Magnífico chalet individual en una de las mejores urbanizaciones de Valencia, muy cercano al casco urbano de Rocafort y todos los servicios. La vivienda se distribuye en una sola planta, menos la habitación principal que está en la segunda planta. Dispone de calefacción por gas natural, suelos de parquet y ventanas con doble cristal.  En la planta principal encontramos: salón-comedor, aseo de cortesía, cocina office, despensa, lavadero independiente, 2 habitaciones dobles que comparten un baño y otra habitación con baño incorporado. En la primera planta se encuentra la habitación principal con baño y vestidor. Además, la vivienda dispone de terraza, piscina y jardín consolidado.",False,good,False,,9.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Rocafort', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","[{'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Lujo'}]"
98614667,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/c1/c5/1018120193.jpg,PMYR-1100,42,6,1100.0,flat,rent,83.0,True,4,1,Calle del Poeta Mas Y Ros,València,València,es,39.4690936,-0.3486798,False,https://www.idealista.com/inmueble/98614667/,"VALENCIA HOGARES ALQUILA MAGNIFICO PISO PARA ESTUDIANTES! Disponible desde el 14 de SEPTIEMBRE! (Se puede visitar desde hoy) WIFI INCLUIDO EN EL PRECIO! La vivienda se distribuye en 4 habitaciones completas para que cada estudiante tenga su espacio.  Además, el amplio comedor tiene un pequeño balcón y la cocina americana está totalmente equipada con utensilios de cocina, nevera, congelador, lavaplatos, lavadora secadora, horno, microondas, cafetera goteo, tostadora, etc.  Todo lo necesario para entrar y deshacer maletas! Hay un aire acondicionado frío/ calor en el comedor y las habitaciones tienen ventilador y en inviernos se les ponen calefactores. Zona BLASCO Ibáñez a menos de 8 minutos de las Universidades (Campus de Tarongers y Universidad Politécnica). Muy bien comunicado, con fácil acceso al transporte público, a escasos metros de las principales líneas de bus y del tranvía. Se encuentra en una zona tranquila, muy segura, con amplias áreas peatonales y muy buena dotación de servicios como supermercados, farmacias, centros de salud, gimnasios, oficinas de correos, bancos, restaurantes, etc. Este anuncio se muestra a titulo informativo y no contractual. La oferta está sujeta a cambios de precio o retirada del mercado sin previo aviso. Este anuncio, en su conjunto, incluyendo los textos, fotos imágenes o cualquier otro contenido del mismo, no es vinculante dado que la información es ofrecida por terceros y puede contener errores. Llámanos hoy mismo para recibir más información. VALENCIA HOGARES.",True,good,False,True,13.0,{'typology': 'flat'},"{'subtitle': 'Ciutat Jardí, València', 'title': 'Piso en Calle del Poeta Mas Y Ros'}",False,False,False,False,False,False,Algirós,Ciutat Jardí,,
98614569,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/39/16/1018116069.jpg,ALQ ANDARELLA,41,6,1200.0,penthouse,rent,144.0,True,1,1,Travesía ANDARELLA,València,Xirivella,es,39.4621932,-0.4150332,False,https://www.idealista.com/inmueble/98614569/,"INMO ONE VALENCIA- API, ALQUILA LOFT ATICO-DUPLEX, ubicado en zona de expansión, en el complejo residencial Ciudad Gran Turia, Ros Casares. El inmueble consta de un espacio diáfano con altillo, con una superficie aproximada construida de 100 metros cuadrados, incluido un balcón exterior, y una terraza descubierta de44m2 comunicada entre sí por escalera interior. La planta baja la compone amplio salón - comedor, cuarto de baño con ducha, cocina completamente equipada e integrada en el salón que nos da acceso a una terraza lateral. Techos altos con lo obtenemos, una gran luminosidad y espacio.  En la planta primera se encuentra el dormitorio con cama de matrimonio, y, armario. Accedemos subiendo escaleras a la terraza de 44m2, que es como un oasis, un perfecto binomio de plantas y terraza, que dan un aire natural con sus maceteros, y sus maravillosas vistas a la V-30. Suelos de parquet en toda la vivienda, aire acondicionado, loft decorado todo su espacio, teniendo en cuenta las piezas antiguas, y las modernas, para que la decoración resulte perfecta, antiguos espejos, maniquíes, aparadores, cuadros y destacamos su chimenea de decoración. Se alquila completamente amueblado tal y como se muestra en las imágenes, cocina con electrodomésticos. Plaza de garaje incluido en el precio. Servicio de conserje 24horas. La zona está consolidada y dispone de todos los servicios. Muy cerca del centro comercial Gran Turia con todo tipo de comercios, cines, supermercado, restauración. Con buen acceso a la autovía V30, a 8km del Aeropuerto de Valencia y a 10 minutos del centro de Valencia. IMPRESCINDIBLE DEMOSTRAR SOLVENCIA ECONOMICA. NO SE ACEPTAN MASCOTAS  Te presentamos esta propiedad en exclusiva, lo que te garantiza el acceso a toda la información, a un servicio de calidad, un trato fácil, sencillo y sin interferencias de terceros. Por este motivo, se ruega no molestar a los propietarios, a los ocupantes de la propiedad o a los vecinos. Si eres profesional inmobiliario y tienes un cliente para este inmueble, no dudes en llamarnos, estaremos encantados de colaborar contigo en la venta de esta propiedad. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. Toda la información proporcionada por el agente se considera fiable pero no está garantizada y debe ser verificada.   INMO ONE VALENCIA, es una empresa API, y se ocupa de la tramitación y asesoramiento durante todo el proceso de venta de su vivienda realizada por nuestro departamento jurídico.  LLÁMENOS, ESTAREMOS ENCANTADOS DE ATENDERLES E INFORMALES. VENGAN A VERLO SIN NINGÚN TIPO DE COMPROMISO, INMO ONE VALENCIA - API: 617 305 305.",False,good,False,True,8.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Barrio de la Luz, Xirivella', 'title': 'Ático en Travesía ANDARELLA'}",False,False,False,False,False,False,Barrio de la Luz,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
98614184,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/fc/58/1018111482.jpg,AV2208062,25,2,1300.0,flat,rent,200.0,True,5,1,barrio El Cabanyal-El Canyamelar,València,València,es,39.4682052,-0.331971,False,https://www.idealista.com/inmueble/98614184/,"Piso en alquiler de 5 habitaciones para estudiantes en El Cabanyal Piso de estudiantes. Disponible de Septiembre a Julio. Muy bonito y amplísimo piso perfectamente reformado cerca de la playa de València. Dispone de un comedor, 5 habitaciones, de una cocina perfectamente equipada y de un baño. En cuanto a su ubicación, se encuentra a pocos minutos caminando del puerto y la playa. Está muy bien comunicado con referencia al transporte público, con lo que tiene fácil comunicación con el centro de la ciudad y con las universidades. La zona tiene todo tipo de servicios, supermercados, el conocido mercado del Cabañal, restaurantes de todo tipo, colegios, institutos y farmacias. Si desea que le ampliemos cualquier información acerca de esta propiedad o desea realizar una visita, no dude en llamarnos, estaremos encantados de atenderle.",False,good,False,False,7.0,{'typology': 'flat'},"{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Piso'}",False,False,False,False,False,False,Poblats Marítims,El Cabanyal-El Canyamelar,,
98224360,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/9e/45/1004567158.jpg,3613-VI-016-021-002-007,30,2,410.0,flat,rent,95.0,True,3,1,Calle Rótova,València,Gandia,es,38.9589673,-0.1789054,False,https://www.idealista.com/inmueble/98224360/,"¡SIN COMISIÓN DE AGENCIA! Luminoso piso en Gandía, con una superficie de 95 m2. Distribuido en 3 dormitorios, 1 baño, salón con salida a balcón y cocina amueblada y equipada con electrodomésticos a estrenar (vitrocerámica, campana, horno, frigorífico, lavadora y termo eléctrico) con lavadero. Recién reformado con reforma a estrenar. Baño con plato de ducha Listo para entrar a vivir. Segunda planta de un edificio con ascensor recientemente reformado. Zona consolidada de la población, con todos los servicios cercanos como comercios, supermercado, centro de salud, centros educativos, etc. próximo al Museo Fallero de Gandía. Bien comunicado por carreteras N-332 y A-7 Línea L2 de autobuses Junto al Parking Municipal (gratuito) Estación Renfe A 45 minutos del aeropuerto.",True,good,False,True,4.0,{'typology': 'flat'},"{'subtitle': 'Benipeixcar - El Raval, Gandia', 'title': 'Piso en Calle Rótova'}",False,False,False,False,False,False,Benipeixcar - El Raval,,,
