propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,superTopHighlight,parkingSpace,labels,newDevelopmentFinished
95751497,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/1b/40/998383899.jpg,W-02NAZW,26,8,3500.0,penthouse,rent,124.0,True,2,1,Avenida Vicent Blasco Ibañez,València,Alboraya,La Patacona,es,,39.4907954,-0.3262033,False,https://www.idealista.com/inmueble/95751497/,"Espectacular ático para corta estancia Espectacular ático dúplex de Corta Estancia. LOS PRECIOS CAMBIAN SEGUN EL MES: JUNIO 4.300, JULIO 5.400, Agosto 5800, Septiembre 4300. Cuenta con dos habitaciones de doble cama, un salón comedor, un baño, una cocina y dos terrazas. Una de las terrazas se encuentra en la planta principal y la segunda arriba, ocupando toda la área del apartamento (total 70m2). El salón es amplio y muy luminoso. La cocina esta equipada con todos los electrodomésticos necesarios para vivir. La vivienda también tiene aire acondicionado y armarios empotrados con bastante espacio de almacenaje. En el residencial podrás disfrutar de la piscina y pista de padel. El edificio tiene ascensor y portero. Llámenos para verlo, estaremos encantados de atenderle. TODOS LOS GASTOS ESTÁN INCLUIDOS EN EL PRECIO. La playa de La Patacona es la playa perfecta para familias y gente joven. Tiene una longitud de aproximadamente 1 km. y su paseo está repleto de bares y restaurantes. Todos los edificios de la zona son de reciente construcción y el barrio es de los más valorados de Valencia. Además, dispone de todo tipo de servicios para vivir cómodamente durante todo el año: servicios médicos, farmacias, comercios, horchaterías, transporte público, etc.",False,good,False,True,28.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'La Patacona, Alboraya', 'title': 'Ático en Avenida Vicent Blasco Ibañez'}",False,False,False,False,False,False,,"[{'name': 'luxuryType', 'text': 'Lujo'}]",
96453338,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/e4/12/998372973.jpg,W-02NU18,21,3,1650.0,flat,rent,40.0,True,2,1,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4714239,-0.3322017,False,https://www.idealista.com/inmueble/96453338/,"Luminoso piso a estrenar para corta estancia Este luminoso piso a estrenar está disponible para corta estancia. La vivienda está compuesta por un baño completo, la entrada, pasillo y dos dormitorios dobles. También dispone de una cocina moderna equipada con todos los electrodomésticos. Este piso está ubicado en una finca totalmente reformada con ascensor, en la planta baja de la finca hay zonas comunes, arriba hay una terraza comunitaria muy amplia. Vivienda totalmente amueblada y para entrar y vivir. Llámenos para verla, estaremos encantados de atenderle. El Cabanyal se encuentra al Este del distrito de Poblados Marítimos, es un antiguo barrio marinero que se encuentra a pie de mar, lo que lo hace muy atractivo para disfrutar del verano. Consta de todos los servicios que ofrece una gran ciudad, medios de transporte, negocios de todo tipo, en especial su mercado municipal del Cabanyal donde encontrará el género más fresco de la ciudad, colegios, oferta gastronómica, etc. Es un barrio muy peculiar con mucho encanto, ahora mismo es el barrio de moda para vivir o invertir.",False,good,False,True,41.0,{'typology': 'flat'},"{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Piso'}",False,False,False,False,False,False,,,
98406749,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/d9/7e/1011302086.jpg,W-02PT8N,8,12,2200.0,flat,rent,55.0,True,1,1,Urbanización Play-Puig Júcar,València,Playa Puig,,es,,39.5746668,-0.2777724,False,https://www.idealista.com/inmueble/98406749/,"Piso con vistas a la playa en El Puig Presentamos esta propiedad en el residencial Mijares, con vistas a la playa. La vivienda cuenta con un luminoso salón, comedor y cocina, 1 habitaciones y 1 baño, Capacidad para 4 Personas, además de plaza de garaje comunitaria incluida en el precio. Zonas comunes, jardín, piscina. Le invitamos a llamarnos y concertar una visita a esta magnífica propiedad para CORTA estancia. El Puig es una localidad que se encuentra a 14 km al norte de Valencia, cerca de playas muy tranquilas. Es una zona que se caracteriza por el cultivo de naranja y en la que destaca sobre todo el Monasterio de El Puig, uno de los símbolos más importantes de la arquitectura valenciana, punto histórico y turístico por excelencia. Esta localidad cuenta con todos los servicios necesarios, y en los últimos años ha crecido con un orden urbanístico centrado en la calidad y habitabilidad. La ventaja añadida es tener muy cerca la playa y las montañas, así como Valencia. El Puig cuenta con unas inmejorables conexiones tanto a la ciudad como a otras zonas más lejanas a través de la autopista A/7 y el tren.",False,good,False,True,40.0,{'typology': 'flat'},"{'subtitle': 'Playa Puig', 'title': 'Piso en Urbanización Play-Puig Júcar'}",False,False,False,False,False,False,,,
95668208,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/02/80/998376766.jpg,W-02N82P,14,2,2500.0,penthouse,rent,100.0,True,3,1,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4683041,-0.3317934,False,https://www.idealista.com/inmueble/95668208/,"Ático de corta estancia junto a la playa Estupenda vivienda reformada en edificio de dos plantas recientemente rehabilitada en el centro del Cabanyal a 500 metros de la playa. Éste ático se ha rehabilitado con materiales de máxima calidad de manera de recuperar sus detalles históricos que la distinguen, tales como sus puertas de madera, las vigas originarias y el suelo hidráulico, incluido el original nolla, un mosaico de los años '20 de gran valor.  Esta propiedad, cuenta con tres habitaciones, un amplio y funcional comedor/cocina, baño, balcón y uno de sus puntos más fuertes cual es una confortable terraza que le permitirá disfrutar en encantadores atardeceres. La vivienda se encuentra completamente amueblada y equipada con todo lo necesario, calefacción individual con un sistema innovador y aire acondicionado. No dude en consultarnos, para concertar visitas a éste encantador ático. Situado en el corazón del Cabanyal y totalmente comunicado mediante servicios de metro, tranvía, autobús y taxi. También está muy cerca del puerto de Valencia, con su terminal de cruceros y la estación de tren de Cabanyal. En la misma calle se pueden encontrar todo tipo de servicios; supermercados, tiendas de ropa, zapaterías, servicios profesionales (abogados, notarios, arquitectos, etc. ). A pocos minutos andando se encuentra el Polideportivo Municipal. Caminando puedes llegar a la playa en menos de cinco minutos y disfrutar del mar y de los servicios que allí se encuentran; restaurantes, hoteles, lugares de entretenimiento. Un lugar perfecto para disfrutar de un barrio tradicional.",False,good,False,False,25.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Ático'}",False,False,False,False,False,False,,,
97410492,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/83/99/998369159.jpg,W-02OBOX,15,,1500.0,chalet,rent,150.0,False,4,2,Serra,València,Serra,,es,,39.6918232,-0.4224622,False,https://www.idealista.com/inmueble/97410492/,"Luminoso adosado para corta estancia en Serra Preciosa casa de dos plantas amueblada para corta estancia en el municipio de Serra. Consta de patio delantero y jardín y patio trasero. En la planta baja encontramos una habitación, baño, cocina y comedor con grandes ventanales. En la planta superior encontramos tres habitaciones más, la principal con baño en suite y un baño más. Además cuenta con una amplia terraza de 20 m2 con vistas a las montañas. Serra es una de las poblaciones más cercanas a la ciudad de Valencia con montaña. En pleno corazón de la Calderona y perfectamente comunicado por la A7 y por el reciente bypass de Bétera (dónde llega el metro y desde dónde se puede coger el autobús que llega a Serra), consta de todos los servicios mínimos necesarios, ambulatorio, policia, bares, panaderias, tiendas y hasta un extenso Polideportivo con piscina Municipal, y muy cercana a las poblaciones de Náquera y Bétera, dónde se pueden encontrar todos los servicios. Serra es conocida por sus rutas a sus fuentes, la subida al castillo y el mirador al Garbí.",False,good,False,,10.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Serra', 'title': 'Chalet adosado'}",False,False,False,False,False,False,,,
98285694,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/97/a4/a3/1017495456.jpg,W-02PMN0,34,1,1750.0,flat,rent,120.0,True,3,2,Gran Via del Marqués del Túria,València,València,L'Eixample,es,Gran Vía,39.4665043,-0.3670272,False,https://www.idealista.com/inmueble/98285694/,"Magnífica vivienda reformada en Gran Vía Está ubicada en una finca señorial en la Gran Vía Marques del Turia, una de las avenidas mas importantes de la ciudad, tanto a nivel comercial como residencial. La vivienda está totalmente reformada, en la cual se utilizaron materiales de primera calidad. Cuenta con 120m² construidos, su distribución es de salón con tres balconcitos a la calle, cocina, tres habitaciones y dos cuartos de baños completos. Aire acondicionado por conductos. Esta magnífica propiedad está situada en un elegante edificio. Sin duda, es un privilegio vivir en esta zona, una de las mas señoriales, demandadas y tradicionales de Valencia, con grandes zonas centrales ajardinadas, preciosos edificios de fachadas modernistas y con una situación estratégica para disfrutar plenamente de todo lo que el centro de la ciudad nos ofrece. Un piso ideal para los que requieren de una vivienda de amplias dimensiones, que valoren su destacada ubicación y vivir en una de las zonas mas relevantes de la ciudad.",False,good,False,True,15.0,{'typology': 'flat'},"{'subtitle': 'Gran Vía, València', 'title': 'Piso en Gran Via del Marqués del Túria'}",False,False,False,False,False,False,,,
97959978,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/0a/dd/1002895878.jpg,W-02P5MW,40,,2200.0,chalet,rent,154.0,False,4,2,Racó,València,Cullera,Racó,es,,39.1792746,-0.2434463,False,https://www.idealista.com/inmueble/97959978/,"Casa con vistas al mar para corta estancia Una excelente vivienda de dos plantas con terraza más un solárium, para quienes desean disfrutar del mar en temporada vacacional en un entorno de encanto con unas vistas increíbles. En su primera planta cuenta con un amplio y luminoso salón, comedor-cocina completamente equipados con todos los electrodomésticos, una habitación y baño con ducha. En su segunda planta encontramos una habitación con baño en suite y una pequeña terraza. Esta misma planta cuenta con otras dos habitaciones con baño y terraza de 10 m2. Se accede a un solárium desde la tercera planta. La propiedad cuenta con amplias y espaciosas zonas comunes donde podrá disfrutar de una piscina, pistas de padel y tenis, baloncesto, club social y un estupendo patio con espacio para barbacoas. Una propiedad con todas las comodidades necesarias, para aquellos que desean disfrutar del confort y la tranquilidad. Contáctenos para realizar una visita personalizada, estaremos encantado de acompañarle. El inmueble se encuentra en la localidad costera de Cullera, a unos 35 kilómetros al sur de la ciudad de Valencia, accesible tanto en coche por carretera y autovía como en tren. Limita al norte con el parque natural de La Albufera y sus campos de arroz y naranjos, y al este, está bañado por el mar Mediterráneo, lo que hace que esa propiedad tenga unas amplias y diferentes playas de arena alrededor de la zona, naturales con dunas como El Dosel y El Marenyet, y otras urbanas como El Raco y San Antonio. Es un lugar donde disfrutar del mar y el sol durante todo el año, gracias a las magníficas temperaturas y sus largos días soleados. El pueblo dispone de todo tipo de servicios, transporte público, centros de salud, colegios, centros de ocio, deportivos. En Cullera son muy populares los deportes acuáticos como el surf, el windsurf, el kitesurf y la pesca.",False,good,False,,14.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Racó, Cullera', 'title': 'Chalet adosado'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
96870775,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/a2/88/998382695.jpg,W-02O762,33,4,1600.0,flat,rent,100.0,True,3,2,Avda de Abril - 9 de Octubre,València,Puerto de Sagunto,Avda de Abril - 9 de Octubre,es,,39.6630262,-0.2324732,False,https://www.idealista.com/inmueble/96870775/,"Apartamento con piscina disponible para Agosto Magnífico apartamento luminoso, amueblado, de 100 m2 situado dentro de un complejo residencial, en el Puerto de Sagunto. Dispone una cocina amplia y luminosa totalmente equipada, 4 habitaciones, 2 baños y un amplio y luminoso salón comedor, cuenta con armarios empotrados. El complejo residencial dispone de piscina y parque infantil. Llámenos para verlo, estaremos encantados de atenderle. El edificio se encuentra en el Puerto de Sagunto. La calle está atravesada por la Avenida Nou d'octubre y las calles de Sepúlveda, Sant Pere, María Cristina y Calle América y desemboca en la Avenida Miguel Lluch. En este barrio se encuentra el Colegio Tierno Galván y numerosos comercios, supermercados y bancos, así como también paradas de autobús de transporte público.",False,good,False,True,16.0,{'typology': 'flat'},"{'subtitle': 'Avda de Abril - 9 de Octubre, Puerto de Sagunto', 'title': 'Piso'}",False,False,False,False,False,False,,,
98347884,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/31/19/1009449499.jpg,W-02PR59,31,4,1500.0,flat,rent,154.0,True,5,2,barrio Arrancapins,València,València,Extramurs,es,Arrancapins,39.4624889,-0.3803645,False,https://www.idealista.com/inmueble/98347884/,"Vivienda reformada junto a Gran Vía Ramón y Cajal En la zona de Extramurs, muy cerca de Plaza España encontramos esta amplia y luminosa vivienda parcialmente reformada. Sus 154 m2 están distribuidos en un confortable salón comedor con vistas muy despejadas, 5 habitaciones (3 habitaciones individuales y 2 dobles); 2 baños completos; la cocina está completamente reformada, es cómoda e independiente, cuenta con todos los electrodomesticos; tiene una mesa con sillas. La propiedad está semi-amueblada. Ideal para familias y extranjeros, puesto que une a su céntrica ubicación que permite desplazarse andando por todo el centro histórico y comercial de la ciudad, una extensa y variada comunicación de transporte público hacia las distintas zonas turísticas de la ciudad. El edificio dispone de ascensor y conserje. Contiene todas las comodidades necesarias para vivir y desarrollar las actividades en plena ciudad. Llámenos para verla, estaremos encantados de atenderle. Situada en una zona estratégica, en medio de la estación del Norte y la estación del AVE, a tan solo cinco minutos andando a la Plaza del Ayuntamiento y a pocos metros de la Plaza España. Tiene una excelente comunicación de transporte público, cuenta con línea de metro y autobuses, tiene todos los servicios necesarios como supermercados, restaurantes, farmacias, colegios, museos, universidades, polideportivos, bibliotecas etc. Sus numerosos restaurantes y locales típicos con terrazas la convierten en una ubicación ideal para poder disfrutar del fabuloso clima mediterráneo del que goza Valencia.",False,good,False,True,10.0,{'typology': 'flat'},"{'subtitle': 'Arrancapins, València', 'title': 'Piso'}",False,False,False,False,False,False,,,
97074901,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/43/ca/1012523132.jpg,W-02NQ3P,13,2,2000.0,flat,rent,87.0,True,2,1,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4646472,-0.3282767,False,https://www.idealista.com/inmueble/97074901/,"Magnífico Loft en el cabañal Este ideal LOFT - APARTAMENTO muy amplio y luminoso, totalmente reformado se encuentra ubicado junto al Hotel las arenas, el complejo del edificio tiene una zona común privada ajardinada. Este maravilloso apartamento a estrenar, permite alojar hasta 4-6 personas. A escasos minutos de la playa de las Arenas. Cuenta con dos habitaciones, cocina, baño y balcón.  Tiene todos los transportes públicos conectados con el centro y el aeropuerto. El Cabañal es una de las zonas de referencia de la ciudad y uno de los barrios marineros más importantes de Valencia. Desde el siglo XIX ha ido incrementando como referente cultural y social, debido a su fuerte carácter representativo. Hasta el año 1897 se llamaba Pueblo Nuevo del Mar, pero a partir de esta fecha cambió de dominación como Cabañal. Está junto al puerto de la ciudad y cercano a las conocidas playas de “La Malvarrosa” y “La Patacona” pero dispone de medios de transporte para llegar al centro en menos de quince minutos. Cuenta con todo tipo de servicios al alcance de la mano.",False,good,False,False,23.0,{'typology': 'flat'},"{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Piso'}",False,False,False,False,False,False,,,
96453444,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/51/c6/1011145030.jpg,W-02NUAA,21,3,1500.0,flat,rent,39.0,True,2,1,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4688239,-0.3305017,False,https://www.idealista.com/inmueble/96453444/,"Piso en El Cabanyal para corta estancia Este luminoso y moderno piso a estrenar está disponible para corta estancia. La vivienda está compuesta por un baño completo, la entrada, pasillo y dos dormitorios dobles. También dispone de una cocina moderna equipada con todos los electrodomésticos. Este piso está ubicado en una finca totalmente reformada con ascensor, en la planta baja de la finca hay zonas comunes, arriba hay una terraza comunitaria muy amplia. Vivienda totalmente amueblada y para entrar y vivir. Llámenos para verla, estaremos encantados de atenderle. El Cabanyal se encuentra al Este del distrito de Poblados Marítimos, es un antiguo barrio marinero que se encuentra a pie de mar, lo que lo hace muy atractivo para disfrutar del verano. Consta de todos los servicios que ofrece una gran ciudad, medios de transporte, negocios de todo tipo, en especial su mercado municipal del Cabanyal donde encontrará el género más fresco de la ciudad, colegios, oferta gastronómica, etc. Es un barrio muy peculiar con mucho encanto, ahora mismo es el barrio de moda para vivir o invertir.",False,good,False,True,38.0,{'typology': 'flat'},"{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Piso'}",False,False,False,False,False,False,,,
94288726,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/d5/07/998383655.jpg,W-02M59Z,26,3,2500.0,flat,rent,110.0,True,2,2,barrio Sant Francesc,València,València,Ciutat Vella,es,Sant Francesc,39.4719438,-0.3758328,False,https://www.idealista.com/inmueble/94288726/,"Estupenda vivienda reformada en el centro Espectacular vivienda completamente reformada ubicada en una tercera planta de un edificio con ascensor. La vivienda esta compuesta por un amplio salón comedor con ventanales a la calle, cocina completamente equipada con electrodomésticos de primeras marcas, dos dormitorios y dos cuartos de baño completos. La vivienda se alquila con mobiliario de diseño. Además cuenta con aire acondicionado y calefacción por radiadores de gas. Si está interesado en visitarla no dude en ponerse en contacto con nosotros, estaremos encantados de atenderle. En el corazón de una de las zonas más lujosas de la ciudad: La Milla de Oro de Valencia; esta gran propiedad se encuentra rodeada de las firmas más exclusivas de moda a nivel mundial. A pocos pasos del Ayuntamiento, de las principales zonas comerciales y de ocio de Valencia, rodeada de teatros, exclusivos restaurantes, museos, terrazas, etc. La zona cuenta con acceso directo a todos los servicios públicos y de transporte de la ciudad.",False,good,False,True,23.0,{'typology': 'flat'},"{'subtitle': 'Sant Francesc, València', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
97853288,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/03/af/1015259753.jpg,W-02P4A2,53,,3200.0,chalet,rent,550.0,False,4,2,Moncada,València,Moncada,,es,,39.5498304,-0.3895353,False,https://www.idealista.com/inmueble/97853288/,"Magnífica vivienda con piscina independiente Esta magnífica propiedad se encuentra ubicada en el municipio de Moncada, rodeada de servicios. Aquí encontrará las ventajas de vivir en una casa independiente, con jardín y piscina privada, sin renunciar a medios de transporte y servicios a la vuelta de la esquina. De estilo clásico, el suelo de mosaico de noia bien conservado en toda la vivienda, impregna de historia y carácter toda la casa. Se distribuye en dos plantas, la planta baja tiene una cocina totalmente equipada, un salón comunicado en dos estancias, una de ellas con chimenea, que pueden quedar separadas mediante puertas, o bien una sala más grande. En el otro extremo de la planta baja, y con salida directa al jardín, tenemos otra estancia que tendría la función de comedor, muy amplio. A través de las imponentes escaleras de madera, accedemos a las segunda planta, dónde se ubica la zona de noche, distribuída en cuatro habitaciones, todas ellas son amplias, con vistas al jardín y con espacio suficiente para instalar cama grande, con zona de estudio o lo que, por elección particular cubra las necesidades del inquilino. La zona que más puede disfrutarse sobre todo en verano, es la zona exterior, con piscina privada, jardín consolidado ideal para aprovechar la sombra de la vegetación o bien, alargar las noches al cobijo de la luna.  Sin duda una oportunidad poder disfrutar de esta propiedad única en la zona. No dude en contactarnos para más información. Moncada es un municipio situado en la comarca de la Horta Norte, es zona muy consolidada, que dispone de metro con el que podemos llegar al centro de valencia muy fácilmente. Todo tipo de comercios, farmacias, también destaca la ubicación a escasa distancia de la Universidad y el colegio Ceu San Pablo, que cada día acoge a cientos de estudiantes. Se puede llegar a la playa en 20 minutos, así como a la zona baja del parque natural de la Sierra Calderona, que limita al oeste con el municipio.",False,good,False,,6.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Moncada', 'title': 'Casa independiente'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","[{'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Lujo'}]",
97697192,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/9c/11/998376241.jpg,W-02OZN8,57,,3000.0,chalet,rent,320.0,False,5,3,La Cañada,València,Paterna,La Cañada,es,,39.5286151,-0.4870866,False,https://www.idealista.com/inmueble/97697192/,"Casa de estilo renacentista - corta estancia Se ofrece para corta estancia, esta elegante y notable propiedad de estilo renacentista, que destaca por sus estancias amplias, cómodas y bien distribuidas, perfectamente apropiadas para descansar en un entorno muy tranquilo y agradable de La Cañada. Una parcela de 3.200 m2 rodea la vivienda de 330m2 y cuenta con todo lo necesario para disfrutar de ella en ocasiones especiales, fuente con zona de hidromasaje climatizada, son el alma del jardín de la parte delantera de la vivienda, junto con un sauce llorón como protagonista. La vivienda principal se encuentra distribuida en dos plantas a la que se accede por la zona delantera del patio. Ya en el interior de la vivienda, podemos observar las diferentes salas, una con gran vidriera para la zona de descanso, otra rodeada de grandes vidrieras nos transporta al siglo XIX con obras de arte de la época y muebles renacentista, en otra de las salas encontramos otra amplia estancia donde la preside una gran chimenea de mármol, con una gran mesa alargada y rodeado de obras de arte, de aquí pasamos a una agradable salita donde nos conecta con la cocina-office, totalmente equipada y con zona de lavadero y despensa independientes. La zona de dormitorios está formada por una suite principal con vestidor y baño de mármol en suite y dos dormitorios y un baño. A través de una majestuosa escalera de mármol blanco accedemos a la buhardilla, donde disponemos de dos dormitorios abuhardillados con salida a terraza y baño completo. Destacar las altas calidades de los materiales utilizados en su construcción, así como el excelente cuidado depositado por sus propietarios. Todo el suelo de la vivienda es de mármol italiano, a excepción de los dormitorios que son de parquet, así como la madera de toda la vivienda que es de mobila. Sin duda una exclusiva propiedad que hará las delicias de toda gran escapada. La vivienda está situada en el Plantío, con el bosque de La Vallesa muy próximo. La Cañada es una zona residencial perteneciente a Paterna, con 9.000 habitantes y todos los servicios al alcance de la mano. Esta propiedad esta enclavada en la urbanización el Plantío de La Cañada, esta urbanización está rodeada de una gran pinada, donde respirar aire puro, es un remanso de paz y tranquilidad. Garantiza todas las ventajas de vivir en una zona residencial sumando la cercanía a la gran ciudad. Las comunicaciones son excelentes para llegar a Valencia, incluso en metro. El aeropuerto se encuentra a siete kilómetros. Y Heron City “ciudad del ocio y entretenimiento”, un centro comercial con supermercado, restaurantes, cines, tiendas, gimnasio, discoteca, están muy cerca. En lo que respecta a educación, varios colegios de prestigio se sitúan en La Cañada como el del Plantío, el British College, Santo Tomás de Aquino, Escuela 2 y El Liceo Francés, todos ellos a menos de 5 km. Las playas de Valencia están a apenas 16 km de La Cañada y el campo de Golf Escorpión se sitúa a menos de 4 km. Una suerte vivir en un lugar así, sin necesidad de depender de la gran ciudad para tener todo al alcance.",False,good,False,,9.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'La Cañada, Paterna', 'title': 'Casa independiente'}",False,False,False,False,False,False,,"[{'name': 'luxuryType', 'text': 'Lujo'}]",
98349251,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/dd/71/1008998741.jpg,W-02PSET,46,13,6000.0,penthouse,rent,180.0,True,3,2,Plaza Numero 76,València,Cullera,La Vega - Marenyet,es,,39.1440233,-0.2733917,False,https://www.idealista.com/inmueble/98349251/,"Fantástico ático con vistas al mar y montañas Fantástico ático a unos metros de la playa, en contacto con la naturaleza, en una excelente urbanización con zonas comunes y piscina.  Disponible a partir de agosto. Agosto - 6000 EURO. Septiembre 5400 EURO. Garaje y suministros incluidos en el precio. La vivienda consta de 3 dormitorios amueblados con vista al mar y montañas, cocina con electrodomésticos, salón y comedor con vista al mar, y dos baños completos. Este increíble ático tiene una enorme terraza con vista 360º, mesas, sillas y hamacas para disfrutar de comidas al aire fresco. Esta magnífica propiedad, cuenta con todas las comodidades necesarias para poder disfrutar de la temporada veraniega en familia a escasos minutos de la playa. Cerca de mejores restaurantes, chiringuitos y supermercados.  Dispone de piscina amplia y pistas de padel. Hay seguridad 24 horas. Propiedad estupenda para pasar el verano. El municipio situado a orillas del río Júcar y junto al mar Mediterráneo, se encuentra a 38 km de la capital, Valencia. Su clima nos permite disfrutar del mar y el sol durante todo el año gracias a las temperaturas suaves y largos días soleados. El lugar ofrece la posibilidad de practicar un abanico de actividades como buceo, pesca, ciclismo o tracking. En sus playas, amantes de los deportes como el windsurf o kitesurf encuentran su paraíso gracias a su régimen de vientos ideal. El lugar dispone de todo tipo de servicios, transporte público, áreas educativas, ocio, restaurantes, deportes, y está muy bien conectado con la ciudad de Valencia por autovía o la CV-500.",False,good,False,True,33.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'La Vega - Marenyet, Cullera', 'title': 'Ático en Plaza Numero 76'}",False,False,False,False,False,False,,,
97213052,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/01/19/1003917581.jpg,W-02OD9X,40,5,2750.0,flat,rent,170.0,True,3,2,barrio El Pla del Remei,València,València,L'Eixample,es,El Pla del Remei,39.4707004,-0.3711587,False,https://www.idealista.com/inmueble/97213052/,"Gran vivienda en Isabel la Católica Esta maravillosa vivienda ha sido completamente restaurada. Cuenta con 3 habitaciones, todas ellas con armarios empotrados y 2 baños de diseño. La habitación principal nos acoge con unas vistas de ensueño en pleno centro de Valencia, baño ensuite y vestidor. El salón es muy amplio y luminoso. La cocina está en proceso de ampliación por lo que las fotos no concuerdan con su estado final. Toda la vivienda cuenta con aire acondicionado por conductos y suelo de parquet. Si te gusta, no pierdas esta oportunidad. Llámenos para verlo estaremos encantados de atenderlo. Esta propiedad se ubica en el corazón de una de las zonas más lujosas de la ciudad: La Milla de Oro de Valencia. Esta gran propiedad se encuentra rodeada de las firmas más exclusivas de moda a nivel mundial. A pocos pasos del Ayuntamiento, de las principales zonas comerciales y de ocio de Valencia, rodeada de teatros, exclusivos restaurantes, museos, terrazas, etc. La zona cuenta con acceso directo a todos los servicios públicos y de transporte de la ciudad.",False,good,False,True,16.0,{'typology': 'flat'},"{'subtitle': 'El Pla del Remei, València', 'title': 'Piso'}",False,False,False,False,False,False,,,
98393319,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/b8/e0/1010664897.jpg,W-02PU17,19,4,1300.0,flat,rent,49.0,True,1,1,barrio La Roqueta,València,València,Extramurs,es,La Roqueta,39.4641831,-0.3772575,False,https://www.idealista.com/inmueble/98393319/,"Piso a estrenar en Roqueta para corta estancia DISPONIBLE A PARTIR DE MAYO. Este reformado y luminoso piso a estrenar, está disponible para periodos de corta estancia. Cuarto piso sin ascensor. La vivienda está compuesta por 1 dormitorio con un balcon, un baño completo, luminoso salón-comedor. También dispone de una cocina reformada y equipada con todos los electrodomésticos. Vivienda totalmente amueblada y para entrar y vivir. Llámenos para verla, estaremos encantados de atenderle. El barrio de la Roqueta se encuentra en pleno corazón de la ciudad, está muy bien comunicado con todos los medios de transporte públicos, metro, autobuses y demás. Tiene todos los servicios muy cerca, colegios, supermercados, restaurantes, farmacias y está a escasos metros de la Calle San Vicente. El barrio cuenta con todas las ventajas de ser una zona céntrica de la ciudad.",False,good,False,False,27.0,{'typology': 'flat'},"{'subtitle': 'La Roqueta, València', 'title': 'Piso'}",False,False,False,False,False,False,,,
