propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,district,neighborhood,labels,newDevelopmentFinished
98042096,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/88/89/999151257.jpg,PIS3035,45,4,750.0,flat,rent,64.0,True,2,1,barrio Russafa,València,València,es,39.4615183,-0.3717436,False,https://www.idealista.com/inmueble/98042096/,"Elite habitat inmobiliaria alquila piso reformado de 2 habitaciones, en ruzafa. Su superficie se distribuye en salón comedor con cocina incorporada, equipada, dos habitaciones, 1 baño. Aire acondicionado frío/calor, suelos de madera, amueblado, puerta de seguridad, ascensor. No dude en llamarnos, le ampliaremos la información. Elite habitat busca soluciones inmobiliarias en valencia y madrid, para que personas, empresas e inversores cumplan con sus ilusiones y objetivos, encontrando para ellos exclusivas viviendas, edificios, solares, oficinas y locales comerciales que se adapten a sus necesidades de vida y negocio. Las oficinas de elite habitat inmobiliaria se encuentran en el centro de la ciudad de valencia y madrid, desde donde sus profesionales, con más de 20 años de experiencia en el mercado inmobiliario, asesoramos, intermediamos y comercializamos los mejores inmuebles para nuestros clientes, dando un servicio integral tanto a los propietarios como a los compradores y arrendatarios.",False,good,False,True,,12.0,{'typology': 'flat'},"{'subtitle': 'Russafa, València', 'title': 'Piso'}",False,False,False,False,False,L'Eixample,Russafa,,
98042077,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/50/51/999150690.jpg,PIS0116,8,bj,630.0,flat,rent,65.0,True,3,1,Calle del General Llorens,València,València,es,39.4937383,-0.3850135,False,https://www.idealista.com/inmueble/98042077/,"En una zona muy bien comunicada se encuentra esta vivienda para ESTUDIANTES de tres habitaciones y un cuarto de baño. La vivienda dispone de cocina individual completa con electrodomésticos y se entrega amueblada. Se trata de una planta baja. Contrato temporal de septiembre a junio! No dude en contactarnos para concertar una visita! La vivienda se situa en el Barrio de Benicalap, a unos pasos de la antigua Fe de Valencia. Está rodeada de algunas avenidas principales como la Avenida de las Cortes Valencianas o la Avenida Pio XII. Está situada en una zona rodeada de numerosos servicios: centros comerciales como Nuevo Centro, bancos, la oficina de Correos, diferentes comercios de todo tipo y varias paradas de transporte público tanto de metro como de autobús urbano. Una zona llena de comodidades al alcance de la mano.",True,good,False,True,,10.0,{'typology': 'flat'},"{'subtitle': 'Benicalap, València', 'title': 'Piso en Calle del General Llorens'}",True,False,False,False,False,Benicalap,Benicalap,,
93429739,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/dc/77/862574190.jpg,3604-VI-027-053-003-005,16,3,460.0,flat,rent,92.0,True,3,1,Tetuán,València,Alzira,es,39.14606,-0.4353382,False,https://www.idealista.com/inmueble/93429739/,"¡SIN COMISIÓN DE AGENCIA! Estupenda vivienda de 3 habitaciones y un baño. Consta de 92 m2, en una tercera planta sin ascensor, en un edificio de 4 alturas. Zona bien comunicada, el edificio se encuentra en el centro de Alzira, cercano al Parque de la Alquenencia.  La zona cuenta con todo tipo de servicios, restaurantes, bares, comercios, bancos, supermercados, colegios públicos y concertados. Alzira cuenta con buenas comunicaciones por autovía, autobús y tren de cercanías, al centro de Valencia.  Accesos: CV50, CV510, CV41, CV42, A7, CV332. Líneas de Autobuses: Alzira- Valencia. A 30 min del aeropuerto.",False,good,False,False,,5.0,{'typology': 'flat'},"{'subtitle': 'Sants Patrons, Alzira', 'title': 'Piso en Tetuán'}",False,False,False,False,False,Casc Urbà,Sants Patrons,,
98041994,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/3f/5e/999147851.jpg,1325,22,6,850.0,flat,rent,96.0,True,2,2,Avenida Hermanos Machado,València,València,es,39.4926642,-0.3601661,False,https://www.idealista.com/inmueble/98041994/,"VIVALTA ofrece en alquiler esta vivienda en una excelente ubicación, junto al estadio del Levante.  Se entrega completamente amueblado, distribuyéndose en dos habitaciones con armarios empotrados, dos baños (uno de ellos en suite con bañera), amplia cocina con electrodomésticos de primera calidad y cómodo salón-comedor con salida a balcón exterior y vistas a las huerta de Alboraia.  Rodeado de comercios y servicios  como Gimnasios, farmacia, Lidl, Mercadona y ZARA, además del centro comercial Arena, la ubicación te brinda la frescura de la huerta y el atractivo de una zona comercial consolidada, con fácil conexión a las avenidas Boulevard periférico Norte, Alfahuir, Hermanos Machado y Orxata, a solo 250 metros de la estación Machado del metro de Valencia, donde pasan las líneas 3 y 9, sin olvidar la comunicación con el autobús (EMT).  Reserva tu cita con nosotros y valora de primera mano las posibilidades que te ofrece esta acogedora vivienda.  Imprescindible nóminas y contrato de trabajo para seguro de impago, contrato a larga duración.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",9.0,{'typology': 'flat'},"{'subtitle': 'Sant Llorenç, València', 'title': 'Piso en Avenida Hermanos Machado'}",False,True,False,False,False,Rascanya,Sant Llorenç,,
98041979,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/80/a4/999147874.jpg,AV2206085,18,bj,1200.0,flat,rent,56.0,True,2,2,Calle de Murillo,València,València,es,39.4733741,-0.381297,False,https://www.idealista.com/inmueble/98041979/,"Piso en alquiler de 2 dormitorios con terraza en Mercat Central CONTRATOS TEMPORALES CON UNA DURACIÓN DE UN MÍNIMO DE 6 MESES Y UN MÁXIMO DE 11 MESES. Bajo recién reformado con terraza, totalmente amueblado con electrodomésticos. Las fotos son provisionales, ya que están terminando la reforma. La vivienda se divide en seis espacios diferenciados entre sí. La cocina está abierta al salón. Esta estancia está totalmente amueblada. El salón con sofá cheslong, mesa baja de salón, mesa y cuatro sillas, y la cocina con todos los electrodomésticos, horno, campana extractora, nevera, encimera, lavavajillas y lavadora. El baño es completo con ducha, inodoro, espejo de pared y mueble de baño. Dispone de dos dormitorios amueblados con cama grande y almacenamiento canapé y armario. El primer dormitorio se encuentra en la planta baja y tiene acceso a la terraza de 14 metros cuadrados dando una gran luminosidad a todas las estancias de la vivienda. El segundo dormitorio se accede por el salón con una escalera muy amplia. Este está como el anterior totalmente amueblado y tiene un aseo de servicio. Es luminoso al tener un pequeño balcón con vistas a la terraza de la vivienda. Toda la vivienda tiene aire acondicionado frío-calor y con aislamientos en puertas y ventanas de PVC de gran calidad. Situado en una calle muy tranquila, a cinco minutos a pie del Mercado Central de Valencia y Torres de Quart. Tiene todos los servicios a su alrededor, supermercados, farmacias, colegios, universidad católica de Valencia… Si quiere tener más información o realizar una visita, estamos a su disposición.",False,good,False,True,,21.0,{'typology': 'flat'},"{'subtitle': 'El Pilar, València', 'title': 'Piso en Calle de Murillo'}",False,False,False,False,False,Ciutat Vella,El Pilar,,
98041736,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/68/b1/999140944.jpg,LD00161,6,9,700.0,penthouse,rent,70.0,True,2,1,Calle Giménez y Costa,València,La Torre,es,39.4330395,-0.3912485,False,https://www.idealista.com/inmueble/98041736/,"SOLO ALQUILERES/GRUPO CONECTA INMOBILIARIA Alquila Gran Ocasión de Ático muy buena ubicación cerca hospital nuevo la FE, zona tranquila y fácil acceso al centro y carretera. El Ático es perfecto para una pareja son dos plantas, en la primara dispone de salón comedor, cocina, aseo y salida a la terraza. La segunda plata se distribuye en dos habitaciones, una de matrimonio otra muy pequeña y baño. Es un segundo piso con ascensor. La terraza es pequeña con capacidad de cuatro personas y muy discreta. Cocina equipada y piso amueblado. Esta disponible para visitar a partir del 4 de julio. Para mas información llamen por teléfono al 609 844 930.",False,good,False,True,,10.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'La Torre', 'title': 'Ático en Calle Giménez y Costa'}",False,False,False,False,False,,,,
98041224,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/eb/4b/999128634.jpg,A-PF900,35,4,900.0,flat,rent,100.0,True,3,1,Calle puebla de Farnals,València,València,es,39.4674489,-0.349075,False,https://www.idealista.com/inmueble/98041224/,"*** SOLO ESTUDIANTES *** DISPONIBLE A PARTIR DE SEPTIEMBRE 2022, pero se puede visitar puntualmente y reservar. La vivienda consta de un amplio y luminoso salón comedor, 3 habitaciones, cocina independiente, amueblada y completamente equipada, 1 baño. Aire acondicionado en el salón-comedor.  Se alquila por las habitaciones:  290€ - 12m² 280€ - 10m² 250€ - 8m² Zona completamente consolidada con todo tipo de servicios y comercios, cerca del metro, universidades, zonas verdes, ocio, deporte, zona tranquila y segura, perfectamente comunicada con el transporte público. Se requiere dos mes de fianza. Los datos de esta publicación, se muestran a título informativo, no contractual y no son vinculantes. En EXPERCASA tenemos más de 25 años de experiencia en el sector inmobiliario, le ofrecemos un estudio personalizado, transparente y profesional en la compra, venta o alquiler de su inmueble, con amplia difusión publicitaria en todos los principales portales inmobiliarios, con el reparto de miles de folletos y la mejor revista mensual de promoción inmobiliaria de Valencia. Los servicios que ponemos a su disposición incluyen: la valoración gratuita de su vivienda y análisis del mercado, estudio financiero exclusivo OPERFIN que le encontrará la mejor financiación y préstamo hipotecario adaptado a sus necesidades, certificación energética, tramitación de herencias.. . porque nuestro objetivo es encontrar siempre la mejor solución adaptada a todas las necesidades de nuestros clientes.",False,good,False,False,,9.0,{'typology': 'flat'},"{'subtitle': 'Aiora, València', 'title': 'Piso en Calle puebla de Farnals'}",False,False,False,False,False,Camins al Grau,Aiora,,
96230035,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/c7/49/941057880.jpg,HVC0030,24,4,850.0,flat,rent,59.0,True,3,1,"REPUBLICA ARGENTINA, 21",València,València,es,39.4732785,-0.3514304,True,https://www.idealista.com/inmueble/96230035/,"Se ofrece vivienda en alquiler para estudiantes en la zona de Blasco Ibáñez.  La finca dispone de ascensor. La vivienda está situada en el cuarto piso.  Recién reformada. Completamente amueblada y con aire acondicionado.  Con cocina abierta al salón, equipada con todos los utensilios de cocina necesarios para tres personas, vitrocerámica, horno, lavadora y microondas; cuarto de baño con cabina de ducha y tres dormitorios: el primero de 11m2 con cama doble, un segundo de 8m2 con cama individual y balcón y un tercero de 6m2 con cama individual. Todos los dormitorios están equipados con luces, escritorios y soluciones para el almacenamiento de ropa.",False,good,False,True,,14.0,{'typology': 'flat'},"{'subtitle': ""L'Amistat, València"", 'title': 'Piso en REPUBLICA ARGENTINA, 21'}",False,False,False,False,False,Algirós,L'Amistat,,
98040986,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/48/cb/999119211.jpg,561CA,33,3,900.0,flat,rent,105.0,True,4,2,Benimàmet,València,Benimàmet,es,39.5045236,-0.4214634,False,https://www.idealista.com/inmueble/98040986/,"Espectacular vivienda totalmente reformada y amueblada a estrenar, ideal para estudiantes, a 15 minutos andando y 5 minutos en coche de las Universidades de Burjasot, 105 m2, 4 dormitorios (3 de ellos dobles), 2 baños completos con ducha, cocina independiente equipada, amplio salón comedor con salida al balcón, suelo terrazo, ventanas aluminio, puertas sapelly, exterior. Precio 900 euros con limpieza mensual y gastos de comunidad incluidos. Este anuncio no es vinculante, puede contener errores, se muestra a titulo informativo y no contractual.",False,good,False,True,,9.0,{'typology': 'flat'},"{'subtitle': 'Benimàmet', 'title': 'Piso'}",False,False,False,False,False,,,,
98040798,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/1c/ab/999114866.jpg,08194,9,6,1100.0,penthouse,rent,85.0,True,3,2,barrio Gran Vía,València,València,es,39.4669145,-0.366667,False,https://www.idealista.com/inmueble/98040798/,"Ref. : 08194 - Salico Servicios Inmobiliarios alquila este Ático en zona Ensanche, de 85 m2 más Terraza. Se compone de salón, cocina independiente con galería, tres dormitorios, un vestidor, un baño completo con bañera y un cuarto de aseo. Altas de luz y agua. Edificio señorial con ascensor. Gastos de escalera e Impuesto de Bienes Inmuebles incluido en el alquiler. Excelente ubicación, junto Gran Vía Marqués del Turia y a un paso de los Jardines del Rio. Con todos los servicios, supermercados, colegios, etc.  Este anuncio no es vinculante, puede contener errores, se muestra a titulo informativo y no contractual.",False,good,False,True,,13.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Gran Vía, València', 'title': 'Ático'}",False,False,False,False,False,L'Eixample,Gran Vía,,
98040635,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/0e/fa/999109389.jpg,,10,11,900.0,flat,rent,100.0,True,3,2,"Calle Clariano, La Carrasca, Algiros",València,València,es,39.4778028,-0.3495079,False,https://www.idealista.com/inmueble/98040635/,"Excelente piso IDEAL PARA ESTUDIANTES, amueblado, 3 habitaciones con armarios, 2 baños, cocina equipada con electrodomésticos, balcón, junto a las universidades. Con fácil acceso a transporte publico.",False,good,False,True,,9.0,{'typology': 'flat'},"{'subtitle': 'La Carrasca, València', 'title': 'Piso en Calle Clariano, La Carrasca, Algiros'}",False,False,False,False,False,Algirós,La Carrasca,,
